lng,lat,人均价格,星级,口味,环境,服务
121.375170999999,31.1683419999999,81,4.7,4.7,4.6,4.7
121.370554999999,31.172547,25,3.7,3.7,3.6,3.7
121.376265,31.1653069999999,43,4.3,4.3,4.2,4.3
121.373118,31.1902189999999,22,3.5,3.5,3.4,3.5
121.365324,31.180347,19,4,3.9,3.8,3.9
121.398099,31.190282,27,4,4,3.9,4
121.369742,31.1788969999999,38,3.7,3.8,3.7,3.8
121.370660999999,31.174059,26,3.8,3.8,3.6,3.8
121.363731,31.171928,51,3.7,3.7,3.8,3.7
121.38445,31.170171,29,3.7,3.8,3.8,3.7
121.369842,31.171001,129,4.5,4.6,4.3,4.5
121.372596999999,31.173925,30,3.6,3.6,3.5,3.6
121.362249,31.171816,46,4,4.1,4.2,4.1
121.398596999999,31.1899669999999,132,3.8,4.1,4.1,3.9
121.376227,31.167002,34,3.4,3.5,3.6,3.6
121.366166,31.175322,41,3.8,3.8,3.9,3.8
121.370433,31.172683,73,4.5,4.5,4.2,4.3
121.365898999999,31.1837909999999,73,4.1,4.1,4.1,4.2
121.367648,31.176376,21,3.7,3.9,3.8,3.8
121.371060999999,31.172389,43,3.7,3.8,4,3.9
121.367174,31.171572,20,3.9,4,4.1,4.1
121.366651,31.176811,32,3.9,4.1,4.1,4
121.370271,31.1719529999999,34,4,3.9,3.8,3.9
121.367842999999,31.171301,34,4.4,4.3,4.1,4.2
121.367812,31.1764879999999,23,3.6,3.6,3.5,3.6
121.352136,31.171859,35,3.8,3.7,3.7,3.7
121.369095999999,31.1838179999999,32,3.6,3.8,3.8,3.7
121.367791999999,31.177927,41,3.9,3.9,4,4
121.368641999999,31.171948,75,3.7,3.7,3.6,3.7
121.380036,31.178203,49,3.8,3.8,3.5,3.4
121.389566,31.182072,43,3.7,3.9,3.9,3.8
121.358514,31.1820549999999,50,3.8,3.8,3.8,3.8
121.361853999999,31.178298,55,3.6,3.6,3.6,3.7
121.367395999999,31.1778499999999,150,4.1,4.3,4.3,4.4
121.370652,31.172038,26,3.6,3.6,3.6,3.7
121.369097999999,31.171607,64,4.6,4.7,4.4,4.6
121.400492,31.186476,19,3.8,3.8,3.7,3.8
121.398270999999,31.189993,21,3.7,3.7,3.7,3.7
121.36547,31.179364,21,3.8,3.7,3.7,3.7
121.350291999999,31.1768129999999,17,3.8,3.8,3.7,3.8
121.365371999999,31.183145,20,3.7,3.7,3.7,3.7
121.361267999999,31.171213,41,3.9,3.9,3.9,3.9
121.368937,31.179316,29,3.5,3.6,3.6,3.6
121.369922,31.1719909999999,16,3.8,3.8,3.8,3.9
121.360682999999,31.171164,67,3.9,4,4.2,4.2
121.370412,31.17222,48,4.3,4.3,4,4.3
121.346117,31.173528,35,3.7,3.7,3.7,3.7
121.369646,31.171389,67,3.4,3.5,3.5,3.5
121.34614,31.173572,29,4.3,4.3,4.2,4.1
121.359318,31.1763569999999,24,3.6,3.7,3.6,3.6
121.367518,31.170126,35,3.5,3.5,3.5,3.5
121.398024,31.189865,44,3.9,3.9,4.2,4.1
121.367465999999,31.1702939999999,18,3.6,3.6,3.6,3.6
121.387383999999,31.181628,28,3.8,3.5,3.5,3.5
121.39242,31.1837659999999,168,4.3,4.4,4.3,4.2
121.376285999999,31.1659679999999,24,3.7,3.8,3.7,3.8
121.348794999999,31.174337,17,3.5,3.4,3,3
121.349817,31.1775279999999,35,3.6,3.6,3.7,3.6
121.37635,31.167382,38,3.7,3.7,3.6,3.7
121.398272,31.190147,26,3.7,3.7,3.7,3.7
121.364699999999,31.172322,45,3.9,3.9,4,3.9
121.362503,31.183195,54,3.4,3.6,3.6,3.7
121.349596,31.178737,20,3.9,3.9,3.7,3.8
121.369450999999,31.171904,42,3.4,3.7,3.5,3.6
121.370723999999,31.1742479999999,161,4.4,4.5,4.5,4.5
121.350848999999,31.1752019999999,18,3.6,3.7,3.6,3.6
121.384409,31.17013,35,3.4,3.4,3.5,3.5
121.375658999999,31.1674,28,4,4,3.9,4.1
121.370189999999,31.180315,33,3.6,3.7,3.7,3.6
121.371412,31.1902769999999,83,3.2,3.4,3.3,3.4
121.376683999999,31.1675049999999,46,3.8,3.8,3.7,3.7
121.3687,31.176724,31,3.5,3.6,3.5,3.6
121.375523999999,31.167314,137,4.5,4.6,4.6,4.7
121.352611999999,31.1720259999999,23,3.6,3.5,3.5,3.5
121.388167999999,31.182384,56,3.8,3.8,3.6,3.7
121.369645,31.171353,22,3.5,3.5,3.5,3.5
121.36906,31.171959,110,3.7,3.7,3.6,3.8
121.367264,31.1774859999999,38,3.1,3.4,3.5,3.4
121.359358,31.1841389999999,17,3.7,3.7,3.6,3.7
121.386725999999,31.178414,34,3.7,3.7,3.7,3.7
121.377553,31.174852,20,3.5,3.5,3.5,3.5
121.3883,31.182006,28,3.6,3.6,3.6,3.6
121.360131999999,31.1709269999999,44,4.4,4.5,4.5,4.5
121.365257,31.1831789999999,17,3.6,3.6,3.6,3.6
121.364259,31.1721159999999,41,3.6,3.7,3.7,3.7
121.377572,31.174771,19,3.5,3.4,3.4,3.5
121.387499,31.181566,14,3.7,3.7,3.6,3.7
121.365296,31.1776009999999,58,3.7,3.7,3.6,3.7
121.352483,31.171997,29,3.6,3.6,3.6,3.6
121.377889999999,31.1743729999999,25,3.7,3.8,3.7,3.7
121.377621,31.167402,29,3.6,3.6,3.6,3.6
121.366714,31.1774799999999,18,3.9,3.8,3.7,3.8
121.388436999999,31.182217,7,3.6,3.6,3.5,3.6
121.363298999999,31.171778,12,3.7,3.7,3.7,3.7
121.367442999999,31.1703909999999,20,3.6,3.6,3.6,3.6
121.37657,31.167131,29,3.8,3.9,3.7,3.7
121.379981,31.187504,23,3.4,3.4,3.4,3.4
121.366107999999,31.175234,25,3.7,3.6,3.8,3.7
121.370694,31.178939,152,3.5,3.5,3.5,3.5
121.377302999999,31.17839,13,3.4,3.4,3.4,3.4
121.365465999999,31.17922,24,3.4,3.5,3.5,3.3
121.365498,31.179002,28,3.3,3.4,3.4,3.4
121.37605,31.166981,43,3.4,3.5,3.5,3.4
121.370739999999,31.1788349999999,27,3.3,3.3,3.3,3.3
121.367419999999,31.170458,23,3.3,3.5,3.4,3.4
121.386852,31.1714969999999,11,3.3,3.3,3.2,3.2
121.359558,31.1778219999999,32,3.1,3.3,3.3,3.3
121.375986999999,31.166988,38,3.4,3.6,3.6,3.6
121.372962999999,31.1899659999999,17,3.4,3.4,3.4,3.4
121.373339,31.18948,39,3.4,3.5,3.6,3.6
121.377645,31.174344,13,3.3,3.3,3.4,3.4
121.384269,31.179905,24,3.3,3.1,3.1,3.1
121.316573,31.1962249999999,40,2.9,3,3.3,3.2
121.310199999999,31.203723,39,4.3,4.2,4.3,4.3
121.311661,31.194793,28,3.9,4.1,4.2,3.9
121.317953,31.196625,33,3.4,3.6,3.6,3.5
121.309083,31.194493,30,4.2,4.2,4.3,4.3
121.316552999999,31.1963359999999,43,4.1,4.2,4.3,4.3
121.310545,31.1935949999999,22,3.8,3.9,4,3.8
121.306189,31.1968169999999,39,3.7,3.6,3.7,3.7
121.304091999999,31.204166,23,3.7,3.7,3.7,3.8
121.309371999999,31.193403,29,3.7,3.6,3.8,3.6
121.311695999999,31.1943039999999,26,3.5,3.6,3.6,3.7
121.311044999999,31.2052109999999,29,4.2,4.2,4.3,4.3
121.314403999999,31.196555,45,3.4,3.6,3.6,3.4
121.308715,31.204291,9,3.7,3.7,3.7,3.7
121.310586999999,31.2116909999999,31,3.5,3.5,3.5,3.5
121.310387,31.203837,38,3.4,3.5,3.5,3.4
121.305575,31.19877,35,3.9,3.9,4,4.1
121.311456,31.1945489999999,42,4.1,4.3,4.2,4.2
121.317344,31.1955969999999,45,4.1,4.2,4.1,4.2
121.312933999999,31.1954449999999,55,4,4.1,4.1,4.2
121.316748,31.196249,35,3.8,3.8,3.9,3.9
121.315377999999,31.196511,31,3.5,3.6,3.7,3.6
121.311729999999,31.1945109999999,52,4.1,4.1,3.9,4
121.307875999999,31.194585,25,3.7,3.7,3.7,3.7
121.307927,31.2036419999999,21,3.6,3.6,3.6,3.6
121.310395,31.2043399999999,34,3.6,3.6,3.6,3.6
121.308717,31.204303,16,3.5,3.5,3.5,3.5
121.324273,31.195008,54,4.3,4.2,4.3,4.3
121.312989,31.196085,31,3.7,3.7,3.7,3.7
121.322575,31.196185,104,3.7,3.6,3.9,3.8
121.316485,31.19611,53,3.6,3.6,3.7,3.6
121.323241999999,31.197136,47,4.3,4.3,4.4,4.4
121.315683,31.195895,51,3.9,3.9,4,3.9
121.311583999999,31.212501,23,4,4,3.8,3.9
121.304626999999,31.2035909999999,37,3.9,3.9,4,3.9
121.309244,31.1933919999999,26,4.2,4.2,4.3,4.2
121.310749999999,31.19497,25,3.6,3.6,3.6,3.6
121.305969,31.197147,32,3.9,4,4.1,3.9
121.316275,31.195367,40,3.8,3.6,3.6,3.5
121.314598,31.196409,34,4,3.9,3.9,3.9
121.310929,31.195789,48,4.1,4.2,4.2,4.3
121.310244999999,31.193676,48,3.8,3.9,4,3.9
121.316085999999,31.1957869999999,38,3.7,3.8,3.7,3.7
121.314035,31.196649,36,3.7,3.7,3.8,3.7
121.308713999999,31.194783,26,4,4.1,4.1,4
121.310837,31.1948569999999,39,3.9,3.9,3.9,3.9
121.308717999999,31.1947839999999,24,4.2,4.2,4.2,4.2
121.309123,31.1943629999999,54,3.5,3.7,3.7,3.5
121.310882,31.1965509999999,80,4.1,3.9,4.3,4.2
121.316517,31.1957859999999,39,3.1,3.7,3.7,3.4
121.31676,31.196276,36,3.7,3.7,3.7,3.7
121.307355999999,31.203312,24,3.9,3.9,3.7,3.9
121.310539,31.204675,29,3.1,3.3,3.3,3.3
121.309866,31.206612,28,3.8,3.9,4,3.9
121.310429999999,31.203577,30,3.7,3.7,3.7,3.7
121.311734999999,31.215937,14,3.7,3.7,3.6,3.7
121.318194,31.196121,39,4.3,4.3,4.1,4.2
121.305886999999,31.197975,43,3.6,3.7,3.8,3.8
121.310828999999,31.1990669999999,37,4.2,4.3,4.3,4
121.317667,31.196376,50,4.1,4.1,4.1,3.9
121.311153,31.194607,39,4.4,4.3,4.3,4.2
121.304548999999,31.2026879999999,28,3.9,3.9,3.9,3.8
121.306359,31.1965569999999,29,4,4.1,4.2,4.1
121.305412,31.1965639999999,31,3.9,3.9,3.9,3.9
121.315329,31.19566,53,3.6,3.7,3.7,3.6
121.316199999999,31.1963849999999,55,4.1,4.2,4.1,4
121.316246,31.1955479999999,39,3.3,3.5,3.5,3.5
121.310657,31.1948839999999,29,3.5,3.5,3.6,3.6
121.314032999999,31.195557,10,3.7,3.7,3.7,3.7
121.322,31.196943,36,3.7,3.9,3.9,3.8
121.310359,31.20379,23,3.7,3.6,3.7,3.7
121.310890999999,31.195221,28,3.7,3.7,3.6,3.6
121.311064999999,31.194326,29,3.8,3.8,3.8,3.9
121.316085999999,31.1957869999999,38,3.6,3.6,3.6,3.6
121.306496999999,31.197849,37,3.9,3.9,3.9,3.9
121.308402999999,31.1936539999999,30,3.4,3.7,3.7,3.7
121.311457,31.194267,42,3.7,3.7,4,3.8
121.311847999999,31.1919779999999,134,3.9,3.8,3.9,3.9
121.313068,31.195663,39,3.4,3.6,3.6,3.6
121.314217999999,31.196658,39,3.5,3.5,3.5,3.5
121.310660999999,31.193632,30,3.6,3.7,3.7,3.6
121.311417,31.215439,45,3.6,3.6,3.6,3.6
121.317196999999,31.195649,43,3.8,3.9,3.9,3.9
121.312436,31.191558,30,3.7,3.7,3.7,3.7
121.305790999999,31.197564,29,3.4,3.5,3.6,3.5
121.30901,31.19328,49,3.9,3.9,3.9,3.9
121.310844,31.1951299999999,40,3.6,3.6,3.7,3.6
121.308653,31.203824,42,3.6,3.6,3.6,3.6
121.310920999999,31.19736,39,3.9,3.9,3.8,3.9
121.30567,31.1986069999999,30,3.9,3.9,3.9,3.9
121.308736999999,31.194405,15,3.8,3.8,3.8,3.8
121.308614,31.1943039999999,27,3.5,3.6,3.6,3.5
121.31144,31.194748,31,3.7,3.6,3.8,3.9
121.309100999999,31.1946489999999,29,3.9,4,3.9,3.9
121.310744999999,31.198585,28,4.2,4.2,4.2,4.2
121.306252,31.196757,28,3.6,3.6,3.6,3.6
121.308713999999,31.194783,32,3.7,3.7,3.8,3.6
121.308751,31.2046269999999,20,3.6,3.6,3.5,3.6
121.310823999999,31.198403,29,3.5,3.6,3.5,3.5
121.31713,31.195454,43,4.1,4.1,4,4
121.323338,31.1953999999999,31,3.7,3.7,3.7,3.7
121.308203,31.2036589999999,16,3.5,3.5,3.6,3.6
121.310635,31.1988309999999,28,3.7,3.7,3.7,3.8
121.317622,31.195931,39,3.5,3.5,3.6,3.5
121.316747,31.195799,47,3.9,3.8,3.8,3.8
121.31068,31.194951,21,3.8,3.7,3.7,3.8
121.314175,31.1955969999999,51,4.3,4.4,4.3,4.1
121.322404,31.196358,30,3.8,3.8,3.7,3.7
121.322445,31.196494,35,3.6,3.6,3.6,3.6
121.304750999999,31.202646,22,3.6,3.6,3.6,3.6
121.314628999999,31.19641,39,3.8,3.8,3.8,3.8
121.316429999999,31.196268,28,3.5,3.5,3.6,3.5
121.310142999999,31.204709,17,3.7,3.6,3.7,3.7
121.322340999999,31.196085,48,3.8,3.9,4.1,3.8
121.304702,31.202732,29,3.7,3.8,3.8,3.8
121.308614,31.1943039999999,36,3.9,3.9,3.8,3.8
121.321865,31.196231,50,3.5,3.5,3.6,3.5
121.30565,31.1985169999999,29,3.5,3.6,3.7,3.7
121.304618,31.202853,35,3.7,3.7,3.6,3.7
121.310924999999,31.194925,27,3.6,3.6,3.6,3.6
121.315207,31.1966679999999,34,3.7,3.7,3.7,3.7
121.31722,31.1963529999999,42,3.3,3.4,3.5,3.5
121.31722,31.1960209999999,39,3.5,3.7,3.7,3.7
121.304604999999,31.2029299999999,72,3.9,3.8,4,3.9
121.316085,31.195867,38,3.5,3.5,3.6,3.5
121.318044999999,31.19679,36,3.5,3.5,3.5,3.5
121.31667,31.196086,32,3.2,3.4,3.5,3.4
121.310807999999,31.194825,27,3.4,3.4,3.5,3.4
121.31068,31.194951,22,3.6,3.6,3.6,3.6
121.318771999999,31.1866969999999,20,3.6,3.5,3.6,3.5
121.314395,31.195526,41,2.9,3.1,3.3,3.2
121.316221999999,31.1961419999999,25,3.2,3.1,3.2,3.2
121.374802,31.109399,31,3.8,3.8,3.8,3.9
121.372063999999,31.111305,25,3.9,3.9,4.1,3.9
121.375287,31.118091,30,3.6,3.6,3.6,3.6
121.387623,31.1032149999999,40,3.7,3.7,3.7,3.6
121.367459999999,31.1317559999999,27,3.8,3.7,3.7,3.7
121.373097999999,31.099429,30,3.6,3.7,3.7,3.6
121.385991,31.109409,34,3.6,3.7,3.7,3.7
121.364985,31.10826,61,3.7,3.8,3.7,3.7
121.380656,31.1096639999999,38,3.7,3.7,3.6,3.7
121.390949,31.096274,42,3.8,3.9,3.8,3.9
121.374145999999,31.122878,38,3.7,3.7,3.7,3.7
121.368241999999,31.112441,31,3.7,3.7,3.7,3.7
121.382604999999,31.1084929999999,20,3.9,3.9,4,4.1
121.374097,31.1074449999999,28,3.7,3.7,3.7,3.7
121.358181,31.1054859999999,36,3.8,3.9,3.9,3.9
121.382045,31.1176199999999,23,3.8,3.8,3.7,3.8
121.383358,31.109521,24,4.1,3.8,3.8,3.8
121.372108999999,31.111145,27,4.3,4.3,4.3,4.3
121.367112,31.109918,6,3.8,3.8,3.6,3.7
121.370704,31.114338,32,4.7,4.7,4.5,4.8
121.373621,31.1102479999999,37,4.5,4.4,4.5,4.5
121.395439999999,31.109839,30,4,4.1,4.1,4.2
121.359729,31.133996,36,3.8,3.9,4,4.1
121.367749,31.1206889999999,65,4.2,4,4,4
121.373776,31.1102799999999,47,3.8,3.9,3.9,3.9
121.377261,31.116965,20,3.8,3.9,3.9,3.9
121.383205,31.109423,36,4.1,4.1,4.1,4.1
121.374322,31.10913,39,4.3,4.2,4.2,4.2
121.383315999999,31.109784,23,3.9,3.8,3.8,3.8
121.38218,31.108279,70,4.2,4.2,4.1,4.4
121.359190999999,31.132801,45,3.7,3.8,3.8,3.8
121.373724999999,31.1137599999999,118,4.1,4.1,4,4.1
121.367174,31.10996,42,4.6,4.6,4.3,4.5
121.395421999999,31.11045,46,3.9,4,4,3.9
121.374202999999,31.10784,28,4.3,4.3,4,4.1
121.382084,31.110384,26,3.5,3.7,3.7,3.6
121.380111999999,31.114518,28,3.9,3.8,3.8,3.6
121.374538999999,31.109701,24,4.1,4,3.8,3.8
121.383041,31.108833,30,3.8,3.9,3.8,3.7
121.382035,31.110982,30,3.8,3.8,4,3.8
121.35953,31.1327819999999,23,4.2,4.2,4.1,4.1
121.382069999999,31.108301,62,4.6,4.6,4.2,4.5
121.374481,31.107654,37,3.7,3.8,3.7,3.8
121.381684,31.109092,118,4.8,4.8,4.8,4.8
121.382208,31.108557,32,3.9,3.9,3.8,3.9
121.361357999999,31.121817,93,3.4,3.6,3.6,3.6
121.359402,31.133105,48,3.9,4,3.8,3.9
121.367671,31.110166,85,3.1,3.2,3,3
121.382965999999,31.1097229999999,39,3.6,3.6,3.7,3.7
121.374020999999,31.109417,41,3.8,3.9,3.7,3.8
121.372595,31.1112399999999,32,4.1,4.1,4.2,4.1
121.362144999999,31.122024,186,4.5,4.5,4,4.3
121.357900999999,31.124497,31,3.6,3.7,3.8,3.6
121.358653,31.133305,59,4.3,4.3,4.4,4.2
121.359464,31.133227,56,3.9,3.9,3.9,3.9
121.382452,31.1090599999999,25,3.8,3.9,3.9,3.9
121.383019,31.109024,45,4.5,4.5,4.6,4.6
121.373788,31.110035,23,3.8,3.9,3.9,3.9
121.373776,31.1102799999999,23,4,4.1,4.1,4.1
121.383296,31.109015,48,4,4.1,4.2,4.2
121.395252999999,31.109735,34,3.7,3.7,3.7,3.7
121.380196999999,31.1090249999999,17,3.6,3.7,3.6,3.6
121.361819999999,31.109265,60,3.6,3.6,3.5,3.6
121.361829,31.121958,70,3.7,3.6,3.6,3.6
121.373897999999,31.110204,31,4.2,4.1,4.2,4.2
121.373501,31.109278,28,3.6,3.6,3.7,3.7
121.37304,31.114125,44,4.1,4.1,4,4.1
121.374347999999,31.109479,44,4.5,4.5,4.7,4.6
121.374809999999,31.1077879999999,20,3.7,3.7,3.6,3.6
121.360235,31.1127119999999,21,3.6,3.7,3.6,3.6
121.383106999999,31.109216,41,4.1,4.2,4.1,4.1
121.376765,31.117279,29,3.8,3.9,4,4
121.362375,31.110039,29,4.6,4.6,4,4.6
121.383059,31.1096369999999,29,3.7,3.7,3.7,3.8
121.372490999999,31.110983,38,3.7,3.7,3.9,3.9
121.359269999999,31.1329929999999,38,3.4,3.7,3.7,3.8
121.382636,31.109137,56,3.9,3.9,3.8,3.8
121.372889999999,31.111305,26,3.8,3.9,4.1,4
121.376818,31.1171809999999,32,3.9,3.9,3.7,3.9
121.374671,31.1093179999999,29,3.9,3.9,3.9,3.9
121.38317,31.109862,31,3.7,3.7,3.7,3.7
121.362009999999,31.1088349999999,23,3.7,3.7,3.7,3.7
121.368003999999,31.107613,9,3.4,3.4,3.4,3.4
121.373912,31.1095639999999,18,3.7,3.8,3.8,3.8
121.358934,31.133021,34,3.8,3.9,3.8,3.8
121.366027,31.109223,9,3.8,3.9,3.6,3.7
121.372696,31.099408,33,4.3,4.2,4.4,4.3
121.375074999999,31.1095219999999,45,3.7,3.6,3.6,3.7
121.374416999999,31.107565,44,3.7,3.7,3.8,3.8
121.388107,31.1010269999999,19,3.7,3.7,3.5,3.5
121.372854,31.099865,17,3.8,3.8,3.8,3.7
121.357757,31.124423,32,3.5,3.6,3.6,3.5
121.378589,31.112625,22,3.4,3.5,3.6,3.6
121.375093,31.10948,25,3.4,3.5,3.7,3.6
121.37135,31.114654,40,4.5,4.5,4.4,4.3
121.387552999999,31.1033149999999,30,4,4.1,4.1,4.1
121.389145999999,31.09994,29,3.6,3.7,3.7,3.6
121.357939999999,31.1177999999999,23,3.6,3.6,3.6,3.6
121.385036999999,31.088783,31,4,3.9,4,4
121.361413999999,31.1091489999999,107,3.9,3.9,3.8,3.9
121.370552,31.114327,21,3.7,3.7,3.7,3.7
121.371063,31.097175,21,3.3,3.3,3.4,3.4
121.373108,31.0987,22,3.7,3.7,3.6,3.6
121.370776,31.108933,35,3.8,3.8,3.8,3.8
121.385158,31.108187,7,3.5,3.6,3.5,3.5
121.382848999999,31.109237,51,3.6,3.8,3.9,3.8
121.368179999999,31.1105109999999,31,4,4,3.9,4
121.388060999999,31.102933,20,3.6,3.6,3.6,3.7
121.360498,31.1215769999999,21,3.8,3.8,3.7,3.8
121.384559999999,31.1263599999999,106,4.2,4.1,4.1,4.1
121.359431999999,31.133424,30,3.9,3.9,4.1,4.1
121.382671999999,31.10951,64,4.2,4.3,4.4,4.3
121.372127,31.1078839999999,27,3.7,3.7,3.6,3.7
121.389589,31.1033909999999,25,3.9,4,3.7,3.9
121.376853999999,31.117128,14,3.6,3.7,3.5,3.6
121.374039999999,31.109609,24,3.7,3.8,3.8,3.9
121.367687,31.1286139999999,43,3.9,3.9,3.7,3.8
121.389591999999,31.1033839999999,19,3.8,3.8,3.8,3.8
121.372985999999,31.1073039999999,15,3.6,3.7,3.6,3.5
121.374313999999,31.1081509999999,31,3.5,3.5,3.5,3.5
121.387981999999,31.102544,26,4.1,4.1,3.9,3.9
121.374110999999,31.122861,46,3.6,3.6,3.6,3.6
121.382054999999,31.117469,18,3.6,3.6,3.6,3.6
121.363546999999,31.1076729999999,35,3.5,3.6,3.6,3.5
121.359767,31.1327919999999,41,3.9,4.1,3.9,3.9
121.373063999999,31.0995349999999,14,3.8,3.7,3.7,3.8
121.376789,31.1172429999999,7,3.7,3.7,3.7,3.6
121.356410999999,31.120639,16,3.6,3.6,3.5,3.6
121.367022,31.1315969999999,18,3.4,3.4,3.4,3.4
121.375838,31.117981,4,3.7,3.6,3.5,3.6
121.382503999999,31.117269,40,3.7,3.7,3.8,3.7
121.360957999999,31.124856,28,4,4,4.1,4
121.374692999999,31.10933,25,3.7,3.7,3.7,3.7
121.362206999999,31.108212,32,3.5,3.5,3.5,3.5
121.369652,31.1107119999999,21,3.4,3.4,3.4,3.4
121.37321,31.0985219999999,33,3.5,3.6,3.5,3.5
121.374058,31.1063149999999,15,3.6,3.5,3.5,3.6
121.386397,31.1248679999999,26,3.7,3.7,3.5,3.7
121.387669,31.103121,15,3.8,3.8,3.6,3.7
121.367911,31.112895,26,3.6,3.6,3.6,3.7
121.387433,31.103614,27,3.8,3.8,3.8,3.8
121.367740999999,31.128608,21,3.6,3.7,3.6,3.7
121.377768,31.123878,21,3.7,3.7,3.7,3.7
121.359283,31.132897,38,4,4.1,4,4
121.365468,31.130883,4,3.6,3.6,3.6,3.6
121.359057,31.133178,39,4,4,4.2,4.1
121.361639999999,31.109694,15,3.5,3.5,3.4,3.5
121.374257,31.109784,33,3.9,3.9,4.1,4.1
121.358024999999,31.124482,38,3.5,3.6,3.6,3.6
121.370705999999,31.097048,34,3.7,3.7,3.7,3.7
121.373701999999,31.110192,41,3.8,3.8,3.8,3.8
121.361501,31.109545,20,3.8,3.8,3.8,3.8
121.374371999999,31.107579,14,3.6,3.6,3.6,3.6
121.35791,31.1179899999999,32,3.6,3.6,3.6,3.7
121.360446999999,31.121575,41,3.9,3.9,3.9,3.8
121.371522999999,31.0973149999999,26,3.5,3.5,3.5,3.4
121.368106999999,31.1288039999999,26,3.6,3.6,3.5,3.5
121.372292,31.090038,16,3.7,3.7,3.7,3.8
121.382737,31.117086,26,3.2,3.2,3.3,3.3
121.377191999999,31.111559,19,3.6,3.6,3.6,3.6
121.374110999999,31.108298,131,4.1,4.3,4.1,4.3
121.363705999999,31.1224549999999,36,3.8,3.8,3.8,3.8
121.383516999999,31.100209,16,3.5,3.5,3.5,3.5
121.357498,31.125315,12,3.8,3.7,3.8,3.8
121.375315,31.09159,23,3.7,3.7,3.7,3.7
121.374103,31.1064359999999,23,3.5,3.5,3.4,3.5
121.372108999999,31.12228,19,3.6,3.6,3.6,3.6
121.358092999999,31.124631,20,3.7,3.7,3.7,3.7
121.385125,31.088398,30,3.6,3.6,3.6,3.7
121.366264,31.1316789999999,29,3.5,3.6,3.5,3.5
121.370993999999,31.097137,22,3.7,3.7,3.7,3.7
121.362447,31.1100819999999,22,3.6,3.6,3.6,3.6
121.377243,31.092298,38,3.2,3.3,3.3,3.3
121.380656999999,31.1159019999999,20,3.8,3.7,3.8,3.8
121.376969,31.092215,34,3.7,3.7,3.6,3.6
121.368072999999,31.134571,86,3.6,3.6,3.7,3.6
121.386628,31.1113159999999,4,3.6,3.7,3.7,3.6
121.366696,31.109721,28,3.6,3.6,3.6,3.7
121.377306,31.092331,38,3.5,3.6,3.6,3.6
121.387587999999,31.1032699999999,20,3.5,3.6,3.6,3.6
121.370856,31.129483,13,3.7,3.7,3.7,3.8
121.375206,31.091555,32,3.7,3.7,3.7,3.7
121.382113,31.11079,55,3.6,3.7,3.7,3.8
121.374454999999,31.108283,15,3.8,3.9,3.7,3.8
121.382439,31.1173609999999,19,3.6,3.5,3.5,3.5
121.349148999999,31.104933,15,3.7,3.7,3.4,3.5
121.357744999999,31.1248609999999,31,3.7,3.6,3.6,3.6
121.376867,31.117111,30,3.6,3.6,3.6,3.6
121.386554,31.111591,14,3.6,3.7,3.6,3.6
121.36816,31.1072619999999,30,3.7,3.6,3.6,3.7
121.374913,31.108111,15,3.7,3.7,3.6,3.6
121.388210999999,31.100752,22,3.6,3.7,3.6,3.7
121.374623,31.107917,26,3.6,3.8,3.8,3.8
121.381901999999,31.1172059999999,16,3.6,3.6,3.6,3.6
121.366029999999,31.128387,22,3.7,3.7,3.7,3.6
121.386211,31.109099,13,3.6,3.6,3.6,3.6
121.375604999999,31.118178,21,3.6,3.6,3.5,3.6
121.387653,31.103165,17,3.6,3.6,3.5,3.4
121.361884,31.1089069999999,18,3.6,3.6,3.5,3.6
121.375201,31.1180249999999,13,3.6,3.6,3.5,3.6
121.382109999999,31.116904,22,3.6,3.6,3.6,3.6
121.359886,31.121444,23,3.6,3.6,3.6,3.6
121.372702,31.09935,13,3.6,3.6,3.5,3.5
121.382373999999,31.108173,28,3.5,3.5,3.5,3.5
121.373966999999,31.1094539999999,21,3.5,3.5,3.4,3.4
121.360221999999,31.1212209999999,16,3.5,3.5,3.5,3.5
121.376834,31.09216,11,3.5,3.5,3.4,3.5
121.371251,31.114585,18,3.5,3.5,3.5,3.6
121.37059,31.1146439999999,19,3.5,3.5,3.5,3.5
121.382052999999,31.1171469999999,16,3.5,3.5,3.4,3.4
121.374533,31.1092599999999,13,3.5,3.6,3.4,3.5
121.370838,31.0894149999999,18,3.5,3.5,3.5,3.5
121.374027999999,31.108315,16,3.5,3.5,3.4,3.4
121.373189999999,31.110063,12,3.5,3.3,3.4,3.4
121.387282999999,31.104074,16,3.5,3.5,3.5,3.5
121.367932999999,31.12872,21,3.5,3.6,3.5,3.5
121.359769999999,31.112793,28,3.5,3.5,3.4,3.5
121.374877999999,31.108246,14,3.5,3.4,3.4,3.4
121.366705999999,31.128163,18,3.5,3.6,3.4,3.5
121.374223999999,31.1072719999999,20,3.5,3.5,3.5,3.5
121.364874999999,31.106233,20,3.5,3.5,3.5,3.5
121.357879999999,31.1245259999999,23,3.7,3.7,3.7,3.7
121.373953,31.1218539999999,15,3.6,3.6,3.6,3.7
121.373392999999,31.122684,35,3.6,3.6,3.6,3.7
121.368065,31.113276,15,3.6,3.6,3.5,3.6
121.362509,31.1221479999999,26,3.6,3.5,3.5,3.5
121.369102999999,31.115846,28,3.6,3.6,3.6,3.7
121.377099999999,31.1117169999999,18,3.5,3.5,3.5,3.5
121.367816,31.132351,17,3.5,3.5,3.5,3.5
