lng,lat,人均价格,星级,口味,环境,服务
121.834941999999,31.3434649999999,98,3.4,3.4,3.3,3.3
121.700249999999,31.385475,19,3.7,3.8,3.7,3.7
121.617625,31.5429609999999,32,3.7,3.6,3.7,3.7
121.681335,31.3924589999999,53,3.5,3.5,3.5,3.5
121.392939999999,31.624236,23,3.7,3.7,3.7,3.7
121.401643,31.630465,50,3.6,3.6,3.6,3.6
121.392371999999,31.6271479999999,19,3.6,3.6,3.6,3.6
121.39064,31.621876,27,3.6,3.7,3.6,3.6
121.452127,31.230498,33,4.5,4.5,4.2,4.5
121.465958999999,31.245321,46,4.5,4.3,4.5,4.5
121.454013,31.2953319999999,39,3.9,3.8,3.9,3.9
121.464068999999,31.254522,30,4.1,4,4.1,4.3
121.447631999999,31.2335269999999,71,4.2,3.9,4.2,4.1
121.442294,31.2885689999999,45,4.6,4.5,4.6,4.7
121.441597999999,31.225632,54,4.3,4.1,4.2,4.1
121.448524,31.235848,53,4,3.9,3.9,4
121.450974,31.231199,141,4.7,4.5,4.8,4.6
121.443759,31.264664,70,4.2,4,4.3,4.2
121.456468999999,31.242017,31,3.6,3.6,3.6,3.6
121.45205,31.232084,31,4.5,4.4,4.2,4.4
121.451243,31.228039,17,4.2,4,4,4.1
121.454421999999,31.2296359999999,24,4.2,4.1,4,4.1
121.440900999999,31.2815119999999,27,4,3.9,4,4
121.455568999999,31.228342,23,4.1,4,3.9,4.2
121.458237999999,31.23018,31,3.9,3.9,3.8,4
121.436176,31.227067,25,4.7,4.6,4.4,4.6
121.436396,31.238796,40,4.1,4,4.2,4
121.448428,31.2445069999999,72,3.8,3.9,4.2,4.1
121.439166,31.222811,35,4,3.9,3.9,4
121.441558999999,31.2258999999999,63,3.6,3.7,3.8,3.7
121.45264,31.231964,24,4.4,4.3,4.2,4.4
121.453342,31.2818159999999,40,4.2,4.2,4.4,4.3
121.449931,31.2355939999999,61,4.5,4.4,4.5,4.6
121.439813999999,31.2243759999999,38,4.5,4.4,4.4,4.5
121.452248999999,31.252676,39,3.8,3.9,3.9,3.9
121.449461999999,31.2457619999999,50,4.5,4.6,4.5,4.5
121.456412999999,31.232177,21,3.7,3.7,3.7,3.7
121.450674,31.244854,123,3.9,3.8,4,4
121.429192,31.235364,39,3.7,3.8,3.8,3.8
121.434968999999,31.223903,13,3.7,3.7,3.6,3.7
121.441986,31.227546,68,4.3,4.3,4.4,4.3
121.431687999999,31.228531,77,4.1,4.1,4.3,4.4
121.445453,31.223482,27,3.7,3.6,3.7,3.7
121.456205999999,31.2317189999999,27,4.2,4,4.2,4.2
121.455788999999,31.265805,212,3.8,3.8,3.9,3.9
121.454802999999,31.230053,19,3.8,3.7,3.7,3.8
121.452004,31.230978,43,3.6,3.7,3.8,3.6
121.447449,31.233864,41,4.6,4.6,4.4,4.5
121.452368,31.231354,38,4,4,4.1,4.2
121.467524999999,31.244909,36,4.2,4,4,3.9
121.455078,31.23237,32,3.8,3.7,3.8,3.8
121.45103,31.230505,33,4.2,4.2,4.1,4.2
121.453486999999,31.29962,24,3.7,3.7,3.8,3.7
121.444997999999,31.2294179999999,27,3.9,3.8,3.8,4
121.436942999999,31.228024,24,4.4,4.3,4.3,4.5
121.439089999999,31.2380859999999,20,3.8,3.8,3.8,3.8
121.439457,31.218791,31,4,3.9,4,4
121.465930999999,31.245244,22,3.6,3.6,3.6,3.6
121.433655,31.223122,58,3.9,3.8,4,3.9
121.445106999999,31.286072,38,4.2,4.2,4.1,4.1
121.432308,31.2325449999999,35,3.8,3.8,3.9,3.8
121.449629999999,31.220699,43,4.5,4.4,4.5,4.5
121.448089999999,31.2455609999999,50,3.9,3.8,3.9,3.9
121.436132999999,31.288861,23,3.6,3.6,3.6,3.6
121.441888,31.2207569999999,35,4.1,3.9,4.1,4
121.434439999999,31.2271469999999,31,4.2,4.1,4.1,4.2
121.432282,31.2228369999999,19,3.9,3.9,3.9,4
121.432676,31.2274679999999,37,3.7,3.8,3.9,3.7
121.453609999999,31.29953,22,4.2,4.2,4.3,4.2
121.449984999999,31.23068,33,4.2,3.9,3.9,4
121.450522,31.236712,54,4.1,4,4.1,4.1
121.454684,31.229678,196,4.5,4.6,4.8,4.6
121.437552999999,31.2365999999999,34,3.9,3.8,3.9,4
121.447137999999,31.233913,35,4.5,4.4,4.4,4.5
121.423693999999,31.233197,36,4,4.1,4.1,4.1
121.447305,31.2224949999999,74,3.6,3.5,3.6,3.6
121.435042999999,31.28023,53,4.2,4.1,4.1,4.2
121.448293,31.275277,21,4.7,4.7,4.3,4.6
121.426102,31.22931,41,3.9,4.1,4.1,4
121.459858999999,31.2294589999999,174,4.2,4.1,4.2,4.2
121.466683,31.2421119999999,72,4.5,4.4,4.6,4.5
121.458163999999,31.2378469999999,44,3.8,3.9,4,3.8
121.43425,31.2390539999999,39,3.9,4,4.1,4
121.439053999999,31.2296729999999,25,4.6,4.6,4.4,4.6
121.467518999999,31.242989,39,3.9,3.9,3.9,3.9
121.458636999999,31.2299919999999,64,4,3.8,4.1,4
121.439419999999,31.280971,42,4.2,4.3,4.3,4.1
121.448577,31.229181,51,3.9,3.9,4,4
121.467827999999,31.246448,42,4.3,4.3,4.4,4.2
121.462038,31.229786,19,3.6,3.6,3.6,3.7
121.454092,31.300711,33,4.2,4.3,4.4,4.3
121.441824999999,31.227512,47,4.4,4.3,4.5,4.3
121.436246999999,31.2304579999999,37,3.5,3.5,3.5,3.4
121.442188999999,31.227193,50,4.2,4.1,4.2,4.1
121.426209999999,31.2293519999999,35,4,3.9,4,4
121.449918999999,31.249697,34,3.9,3.9,3.9,3.9
121.447637999999,31.234349,41,4.1,4.1,4.3,4.1
121.466399999999,31.245609,60,3.8,3.8,3.8,3.8
121.444604999999,31.2302019999999,26,4.5,4.3,4.2,4.5
121.4479,31.306819,41,4.1,4.3,4.4,4.3
121.467316999999,31.246288,158,3.7,3.5,4.1,4
121.450930999999,31.270004,23,4.7,4.7,4.3,4.7
121.460226,31.266514,25,4.1,4.1,3.9,4.1
121.436048999999,31.238987,72,4.2,4.1,4.3,4.4
121.438079999999,31.299886,27,4.4,4.3,4.5,4.4
121.441204999999,31.2266769999999,53,4.5,4.5,4.5,4.5
121.446701,31.2222219999999,212,4.7,4.6,4.7,4.6
121.447946999999,31.2216689999999,25,3.7,3.7,3.8,3.8
121.439186,31.224677,45,3.7,3.9,3.9,3.9
121.459317999999,31.233677,37,3.8,3.8,3.8,3.8
121.434601,31.2848529999999,75,4.2,4,4.3,4.1
121.438553999999,31.2353799999999,41,4.1,4.1,4.1,4.1
121.461462999999,31.232917,70,3.7,3.7,3.7,3.8
121.45326,31.246756,57,3.6,3.6,3.6,3.6
121.438993999999,31.28539,31,4,4,4.1,4.1
121.437346,31.298228,23,4,4,3.9,4.1
121.434939,31.232539,27,4.7,4.6,4.7,4.8
121.423378999999,31.231341,76,4.6,4.5,4.6,4.5
121.467313,31.2456439999999,53,4,4.1,4.3,4.1
121.462152,31.2686649999999,35,4.2,4.2,4.2,4.3
121.439086,31.2397719999999,35,4.7,4.6,4.5,4.7
121.467425,31.245577,42,4.5,4.4,4.5,4.5
121.446974999999,31.2340419999999,40,4.8,4.8,4.7,4.8
121.445358999999,31.229526,45,4.4,4.3,4.1,4.4
121.442569,31.2273889999999,44,4.6,4.6,4.6,4.5
121.467590999999,31.245967,20,4.2,4.2,4.2,4.1
121.446718,31.225287,50,4.2,4.3,4.4,4.3
121.456666999999,31.232254,44,4.1,3.9,3.9,3.9
121.453635,31.2959859999999,17,4.3,4.2,4.2,4.3
121.457319999999,31.2789019999999,30,4.1,4.1,4.2,4.1
121.442024,31.320404,39,4.3,4.3,4.3,4.2
121.423181999999,31.282038,19,4.5,4.4,4.4,4.5
121.423741,31.231044,41,4.1,4.1,4.1,4.1
121.439578999999,31.2835089999999,44,4.6,4.6,4.6,4.5
121.436949999999,31.298593,24,4,4,3.9,4.1
121.422518999999,31.281641,21,4.2,4.3,4.2,4.2
121.446875,31.278675,33,4.2,4.3,4.3,4.2
121.431602999999,31.222861,54,4.4,4.2,4.5,4.3
121.433673999999,31.2235179999999,68,4.4,4.5,4.4,4.2
121.462131999999,31.2690069999999,22,4.2,4.3,4.4,4.3
121.446653999999,31.2780449999999,26,4.2,4.3,4.1,4.1
121.445674999999,31.306156,18,4.1,3.9,3.9,4
121.439510999999,31.228504,87,4.5,4.4,4.6,4.5
121.456013999999,31.275371,25,4.6,4.5,4.2,4.7
121.423287,31.282203,35,4.1,4.2,4.1,4.1
121.455415,31.228199,25,4.5,4.4,4.3,4.6
121.446679,31.221129,53,4.6,4.5,4.3,4.5
121.439114,31.2400759999999,22,4.2,4.1,4.1,4.2
121.437532,31.2365689999999,35,4.3,4.3,4.4,4.4
121.468209999999,31.26535,23,4,3.9,4.1,4.1
121.446968999999,31.2770189999999,41,4.5,4.5,4.4,4.5
121.426322999999,31.2292479999999,36,4,4.1,3.9,4
121.438834,31.2342629999999,27,4.3,4.2,4.3,4.5
121.437022999999,31.231703,24,4.7,4.7,4.5,4.7
121.441068999999,31.226669,52,4.5,4.5,4.5,4.5
121.454280999999,31.230657,30,4.6,4.6,4.5,4.6
121.450733,31.246274,43,4.4,4.4,4.4,4.4
121.453907999999,31.255212,20,3.9,3.8,3.9,3.9
121.442886,31.225195,22,4.6,4.6,4.2,4.5
121.458046999999,31.233051,35,3.9,3.9,3.8,3.9
121.467270999999,31.245622,130,3.9,3.8,4,3.9
121.427335999999,31.305713,17,4.3,4.2,4.1,4.3
121.465367,31.252903,40,4,4.1,4.2,4
121.443550999999,31.220233,109,3.9,3.8,3.9,3.9
121.457954,31.2325519999999,106,4.6,4.5,4.6,4.6
121.435918999999,31.2821399999999,21,3.8,3.8,3.9,3.9
121.459115999999,31.229737,37,4.3,4.3,4.5,4.4
121.432919999999,31.235389,31,4.2,4,4.1,4.2
121.441821,31.319559,29,3.7,3.7,3.6,3.8
121.454419,31.268571,42,3.9,3.8,4,3.8
121.438046999999,31.225059,24,4.7,4.6,4.6,4.6
121.455297,31.2364989999999,341,4.4,4.4,4.5,4.5
121.472190999999,31.254815,43,4,3.9,4.1,3.9
121.445214,31.224944,37,4,3.9,3.9,3.8
121.433027999999,31.234788,40,4.2,4.1,4.4,4.2
121.434442,31.283722,21,3.7,3.8,3.7,3.8
121.442544999999,31.298571,43,3.5,3.7,3.7,3.6
121.441749999999,31.22748,25,4.7,4.7,4.7,4.7
121.441742,31.2253079999999,50,4.6,4.5,4.5,4.5
121.444868,31.2269669999999,87,4.3,4.2,4.5,4.3
121.440478999999,31.228268,34,4.7,4.7,4.5,4.6
121.442412,31.301504,26,4.1,4,4,4.1
121.435186,31.232145,27,4.4,4.4,4.3,4.5
121.441258,31.294502,37,3.8,3.8,3.8,3.8
121.446461999999,31.300722,39,3.6,3.7,3.7,3.7
121.451685999999,31.245522,22,4.2,4.3,4.2,4.3
121.446856999999,31.278117,44,4.2,4.4,4.2,4.2
121.435091,31.217597,53,4.6,4.5,4.6,4.6
121.453489,31.246697,38,4,4,4.2,4
121.438248999999,31.233758,28,4.5,4.4,4.3,4.5
121.433331999999,31.2951809999999,40,3.8,3.7,3.8,3.8
121.462171999999,31.269257,18,3.8,3.9,3.8,3.9
121.454076,31.2959719999999,30,3.7,3.7,3.8,3.7
121.453622999999,31.243072,26,4.1,4.2,4.2,4.1
121.453888,31.299969,19,4.3,4.2,4.3,4.3
121.457093,31.232156,46,4.3,4.2,4.5,4.4
121.441591,31.2258719999999,26,4.4,4.3,4.2,4.5
121.439323999999,31.240201,24,3.9,3.8,3.8,3.9
121.453449,31.2539939999999,26,3.7,3.8,3.8,3.8
121.467889999999,31.242702,18,4.4,4.4,4.3,4.5
121.446717,31.2300439999999,33,4.6,4.7,4.5,4.5
121.436653,31.233052,26,4.4,4.4,4.3,4.4
121.437074999999,31.298092,50,3.6,3.6,3.7,3.6
121.433582,31.294031,47,3.7,3.7,3.7,3.6
121.477340999999,31.245327,35,4,3.9,3.9,4
121.456260999999,31.2320029999999,27,4.3,4.5,4.4,4.5
121.440911999999,31.300343,56,3.5,3.5,3.6,3.5
121.44695,31.220773,32,4.3,4.2,4.1,4.3
121.451787999999,31.2440469999999,84,3.9,4.1,4.4,4
121.432023,31.295525,35,4.4,4.3,4.5,4.3
121.448539999999,31.2781869999999,33,4.4,4.4,4.4,4.4
121.423505,31.28225,31,4.3,4.4,4.4,4.3
121.465520999999,31.245194,24,4.2,4.2,3.9,4.2
121.446927,31.2223569999999,48,4.1,3.9,4.3,4.1
121.447598999999,31.233574,57,4.4,4.3,4.6,4.4
121.44212,31.268774,36,3.9,3.8,3.9,3.9
121.435046999999,31.232797,23,4.5,4.4,4.3,4.6
121.440468999999,31.232827,40,4.1,4,4.1,4
121.461637999999,31.268404,40,3.6,3.6,3.6,3.6
121.432390999999,31.2942299999999,41,3.6,3.7,3.7,3.7
121.455866,31.2271399999999,44,4.6,4.5,4.4,4.5
121.447030999999,31.277611,23,4.1,4.1,3.9,4
121.430136,31.2281389999999,27,4.1,4,4,4.2
121.446147999999,31.300705,27,3.8,3.8,3.8,3.8
121.471396999999,31.2439439999999,43,4.5,4.4,4.5,4.5
121.439505999999,31.3001119999999,46,4.1,4.2,4.2,4.1
121.442564,31.300598,20,4.2,4.1,4.1,4.2
121.43594,31.295718,19,4,4,4,4
121.440434999999,31.2854239999999,40,4,3.9,4.1,4.2
121.447308,31.233943,40,4.3,4.1,4.5,4.3
121.439250999999,31.282114,34,4.4,4.4,4.5,4.5
121.445345,31.237335,26,4.4,4.3,4.3,4.5
121.436110999999,31.2314839999999,32,4.5,4.5,4.5,4.5
121.471452999999,31.244443,48,4.3,4.1,4.5,4.3
121.451706,31.258288,40,3.9,4,4,3.9
121.444671999999,31.237537,24,4.3,4.2,4.3,4.3
121.445841,31.270548,20,4.5,4.4,4.4,4.5
121.452089,31.285474,59,4,3.9,4.2,4.1
121.439335,31.228665,41,4.4,4.3,4.3,4.5
121.448081999999,31.28227,70,3.8,3.6,3.8,3.7
121.444665,31.225627,51,4.5,4.5,4.4,4.4
121.439051,31.2392429999999,21,4.2,4.2,4,4.3
121.438620999999,31.233899,28,4.5,4.4,4.4,4.5
121.447273999999,31.219665,31,4.5,4.7,4.4,4.5
121.421961999999,31.282328,21,3.9,4,3.9,3.9
121.438293,31.232152,121,4.4,4.4,4.3,4.5
121.444834,31.229872,30,4.5,4.4,4.5,4.5
121.447861,31.230367,31,4.4,4.3,4.4,4.5
121.454735999999,31.2339279999999,55,4.6,4.6,4.3,4.7
121.452065,31.2474409999999,28,3.9,4,3.8,4
121.436626,31.238188,26,4.3,4.2,4.2,4.4
121.452545,31.2583489999999,37,3.8,3.8,3.8,3.8
121.434715999999,31.22353,33,4.6,4.5,4.6,4.7
121.423012,31.281787,37,4.1,4.1,4.2,4.1
121.456044,31.2327939999999,89,4.4,4.3,4.3,4.4
121.450519,31.230984,23,4.5,4.4,4.4,4.7
121.436501,31.216757,27,4.3,4.2,4.2,4.2
121.462419999999,31.244834,20,3.8,3.8,3.8,3.9
121.451198,31.226654,60,4.4,4.3,4.2,4.4
121.456031999999,31.227256,27,3.5,3.6,3.7,3.7
121.444072,31.225627,56,4.3,4.3,4.3,4.3
121.449400999999,31.2450599999999,29,4,3.9,4,4
121.440841,31.237033,50,3.8,3.8,3.8,3.9
121.446966,31.249396,19,3.8,3.7,3.7,3.7
121.443217,31.285715,29,4.3,4.2,4.3,4.3
121.427025999999,31.2298009999999,38,4,3.9,4.2,4.1
121.444902999999,31.228001,28,4.3,4.2,4.2,4.4
121.437629999999,31.230412,68,4,4,4.2,4.1
121.440396,31.242691,28,4.1,4,4.2,4.1
121.422386,31.281883,99,4.2,4.3,4.4,4.3
121.447068999999,31.283393,62,4.7,4.5,4.6,4.8
121.451255,31.252434,32,3.6,3.6,3.7,3.7
121.459982999999,31.233903,45,4.1,4,4.1,4.2
121.447445999999,31.230955,28,4.4,4.4,4.3,4.5
121.451194999999,31.25024,48,3.7,3.8,3.6,3.8
121.438992999999,31.224325,27,4.3,4.3,4.4,4.4
121.423456999999,31.231531,36,4,4,4.1,4
121.459171999999,31.230333,47,4.3,4.3,4.2,4.3
121.45274,31.232049,27,4.4,4.3,4.3,4.4
121.439959999999,31.2727709999999,21,4.1,4.2,4.1,4.3
121.448395,31.2542119999999,139,3.5,3.4,3.4,3.3
121.445672999999,31.225898,51,3.9,4,4.1,4.1
121.451344,31.2442929999999,43,3.5,3.4,3.5,3.5
121.460857,31.2295279999999,35,3.7,3.6,3.6,3.6
121.436269999999,31.227371,609,3.9,3.7,3.8,3.9
121.467180999999,31.246068,113,3.9,3.9,4.2,4
121.454421999999,31.230246,21,3.9,4,4,4.1
121.440026,31.268242,30,3.6,3.6,3.6,3.7
121.439852999999,31.2334609999999,39,3.7,3.9,3.9,3.9
121.439414999999,31.218739,65,3.7,3.7,3.8,3.8
121.439083999999,31.238499,29,3.9,3.9,3.9,3.9
121.448611,31.2817,93,3.9,3.8,3.9,3.8
121.453526999999,31.243151,37,3.9,3.9,3.9,3.9
121.458213,31.230923,76,3.9,4.1,4.1,4
121.439812,31.217796,25,3.9,3.8,3.7,3.9
121.442002,31.2247829999999,43,3.5,3.3,3.7,3.5
121.43571,31.282482,24,3.8,3.7,3.8,3.8
121.435957999999,31.218734,33,3.8,3.8,3.8,3.8
121.455245,31.231867,21,3.9,3.8,3.8,3.9
121.44472,31.2250359999999,192,3.9,4.2,4.2,4.1
121.454541,31.231051,37,3.9,3.7,3.8,3.6
121.441851,31.265411,45,3.7,3.8,3.7,3.7
121.450282,31.231037,877,3.6,3.6,3.7,3.6
121.442873,31.243416,46,3.6,3.5,3.6,3.6
121.453348,31.230532,40,3.9,3.9,3.9,3.9
121.467904,31.2463669999999,46,3.5,3.5,3.7,3.6
121.440849,31.2211609999999,122,3.9,3.8,4,3.9
121.441757999999,31.227477,20,3.8,3.8,3.9,3.8
121.448929,31.2737289999999,56,3.7,3.7,3.8,3.7
121.443105,31.226614,71,4,3.6,4.2,3.9
121.438361999999,31.2182759999999,41,3.7,3.8,3.8,3.8
121.444748,31.224118,21,3.7,3.8,3.9,3.9
121.422675999999,31.291629,75,3.5,3.5,3.5,3.5
121.436550999999,31.238519,70,3.5,3.4,3.4,3.3
121.446899,31.234684,27,3.9,3.9,3.8,3.9
121.456245999999,31.236846,37,3.8,3.8,3.8,3.8
121.450548999999,31.265759,47,3.8,3.9,3.9,3.8
121.459708,31.2330879999999,19,3.9,3.8,3.8,3.9
121.450661999999,31.2464109999999,32,3.7,3.7,3.7,3.8
121.436909999999,31.2208739999999,33,3.7,3.7,3.7,3.7
121.451104,31.2300779999999,64,3.8,3.8,3.9,3.8
121.459661999999,31.2288929999999,23,3.7,3.8,3.8,3.9
121.450434999999,31.225382,39,3.7,3.7,3.7,3.7
121.442634999999,31.225093,37,3.7,3.7,3.7,3.7
121.422447,31.2821929999999,38,3.7,3.7,3.7,3.7
121.443898,31.228643,39,3.7,3.7,3.8,3.8
121.443393999999,31.2250799999999,36,3.9,3.8,3.7,3.8
121.452645,31.2317189999999,22,3.9,3.8,3.9,4.1
121.445531,31.236975,29,3.8,3.8,3.9,3.9
121.434338999999,31.283646,45,3.8,3.9,3.9,3.9
121.46205,31.2293349999999,37,3.6,3.7,3.6,3.6
121.448955999999,31.246475,40,3.8,3.9,3.9,3.8
121.450671999999,31.246236,33,3.8,3.8,3.9,3.8
121.443304999999,31.218288,19,3.8,3.9,3.9,3.9
121.458337,31.2302,19,3.7,3.7,3.7,3.7
121.452195,31.232109,17,3.8,3.7,3.8,3.8
121.447798,31.2479389999999,39,3.9,3.9,4,3.9
121.435533,31.2826659999999,26,3.9,3.8,3.9,3.9
121.460436999999,31.232346,61,3.9,3.8,3.9,3.8
121.455859,31.227153,33,3.9,3.8,3.8,3.9
121.454403999999,31.228988,41,3.8,3.2,3.5,3.5
121.442903,31.2255129999999,25,3.8,3.8,3.8,3.8
121.449644,31.3010759999999,22,3.8,3.8,3.8,3.8
121.426177999999,31.2354689999999,59,3.8,3.7,3.8,3.8
121.440201999999,31.217502,20,3.7,3.7,3.6,3.7
121.444552999999,31.22429,32,3.8,3.7,3.8,3.8
121.436251999999,31.2274129999999,31,3.8,3.7,3.8,3.8
121.439385999999,31.225688,20,3.7,3.7,3.7,3.7
121.444153,31.224203,15,3.8,3.7,3.7,3.8
121.438687,31.2834119999999,15,3.8,3.7,3.7,3.8
121.440911999999,31.219805,24,3.7,3.7,3.7,3.8
121.425935999999,31.2355069999999,19,3.7,3.7,3.7,3.7
121.450018999999,31.232206,25,3.7,3.8,3.7,3.8
121.432035999999,31.2344359999999,20,3.6,3.7,3.7,3.7
121.423801999999,31.2313359999999,20,3.7,3.6,3.6,3.7
121.467619999999,31.2461309999999,100,3.6,3.7,3.8,3.8
121.439885,31.232653,26,3.6,3.6,3.5,3.7
121.457138,31.228911,33,3.6,3.5,3.5,3.6
121.450582999999,31.251152,33,3.5,3.5,3.5,3.6
121.440169999999,31.2728329999999,37,3.6,3.6,3.6,3.6
121.467161,31.246229,22,3.6,3.5,3.6,3.6
121.451122999999,31.230497,31,3.5,3.5,3.6,3.5
121.459485999999,31.24702,26,3.5,3.5,3.5,3.5
121.467134,31.246016,18,3.5,3.6,3.6,3.6
121.458414,31.236913,54,3.3,3.3,3.7,3.4
121.451851,31.223558,39,3.4,3.2,3.4,3.3
121.451251999999,31.229447,14,3.4,3.2,3.2,3.3
121.456586999999,31.2319889999999,28,3.3,3.3,3.4,3.4
121.459553999999,31.236322,34,3.3,3.3,3.6,3.3
121.419863,31.214924,64,4.5,4.4,4.4,4.4
121.397459999999,31.211278,49,4.1,4.1,4.3,4
121.387799999999,31.2027749999999,21,4.3,4.3,4.1,4.3
121.418818999999,31.2136609999999,64,4.3,4.2,4.5,4.2
121.41504,31.206475,43,4.2,4.1,4.2,4
121.397459999999,31.213424,40,4.4,4.4,4.6,4.5
121.424536,31.207006,37,4.4,4.5,4.6,4.4
121.397675,31.2107199999999,47,4.1,3.9,4.1,4.1
121.413302999999,31.2189319999999,21,4.1,4,4,4.2
121.369772999999,31.2095659999999,55,3.4,3.5,3.4,3.5
121.404156,31.21272,22,4.1,4,4,4.2
121.418216999999,31.205402,73,4.5,4.3,4.5,4.4
121.354918999999,31.2225259999999,40,3.7,3.6,3.8,3.7
121.397814999999,31.2054119999999,36,4,3.9,4,3.9
121.416358,31.200652,30,4.5,4.4,4.5,4.6
121.396213,31.211551,19,4.4,4.2,4,4.4
121.413255,31.2197999999999,22,3.6,3.6,3.6,3.6
121.426961,31.2070159999999,27,4.4,4.2,4.3,4.4
121.395195999999,31.203205,32,3.4,3.4,3.4,3.4
121.414073999999,31.205887,42,3.9,3.8,4.1,3.9
121.425596999999,31.216626,34,4.3,4.1,4.3,4.3
121.347887999999,31.2237389999999,31,4.5,4.5,4.5,4.4
121.399766,31.1960769999999,55,3.8,3.7,3.8,3.7
121.396655999999,31.2207469999999,33,3.7,3.7,3.7,3.7
121.42622,31.213619,670,3.5,3.6,3.6,3.5
121.350489999999,31.228431,63,4,3.9,4.1,3.9
121.410505999999,31.2000239999999,26,3.7,3.7,3.7,3.7
121.346295999999,31.223727,23,4.1,3.9,4.1,4
121.395769,31.197479,27,3.8,3.8,3.8,3.8
121.429508999999,31.206654,50,4.2,3.9,4.4,4.3
121.348495,31.2232799999999,31,3.8,3.8,3.8,3.8
121.425257999999,31.220825,56,4.5,4.4,4.7,4.5
121.382746999999,31.2162189999999,37,3.9,4,4.1,3.9
121.414154999999,31.205784,34,3.8,3.7,3.8,3.8
121.379935,31.213808,57,4.6,4.6,4.5,4.7
121.409430999999,31.210725,45,3.5,3.5,3.6,3.5
121.397683999999,31.2069699999999,55,3.9,3.8,3.7,3.9
121.410500999999,31.199967,21,3.8,3.8,3.7,3.8
121.397557,31.197177,37,3.9,3.9,4,3.9
121.419791,31.2136229999999,51,4.4,4.4,4.5,4.6
121.416105,31.1995709999999,29,3.8,3.8,3.9,3.9
121.415372,31.2039079999999,60,4.8,4.8,4.8,4.8
121.384533,31.215768,40,4.1,4.1,4.1,4
121.394892999999,31.197553,113,3.7,3.7,3.7,3.6
121.424081,31.204345,30,3.7,3.7,3.8,3.8
121.398742999999,31.208199,22,3.8,3.7,3.6,3.8
121.424189999999,31.2204869999999,45,4.6,4.5,4.6,4.6
121.412057,31.220889,66,4.4,4.3,4.3,4.5
121.424684999999,31.204319,35,3.9,3.8,3.7,3.8
121.417522,31.2006289999999,35,4.6,4.6,4.4,4.6
121.417291,31.2006,32,4.2,4.2,4.3,4.2
121.423908999999,31.220427,66,4.4,4.4,4.6,4.4
121.401144,31.2224739999999,49,4.6,4.4,4.6,4.6
121.416810999999,31.2007179999999,40,4.1,4.1,4.3,4.2
121.387996999999,31.201816,36,4.2,4.3,4.3,4.3
121.408719,31.19484,66,4.3,4.3,4.4,4.3
121.389606,31.19612,54,3.8,3.6,3.8,3.7
121.413741,31.22125,86,4.7,4.6,4.8,4.6
121.424341999999,31.203986,39,4.4,4.3,4.3,4.4
121.383730999999,31.215989,28,4.4,4.4,4.4,4.4
121.355215999999,31.2192669999999,20,4.1,4.1,4.1,4.2
121.410304999999,31.2184999999999,29,4.6,4.6,4.4,4.6
121.423646,31.210315,40,4.4,4.3,4.5,4.4
121.398658999999,31.1991179999999,24,4.6,4.6,4.2,4.5
121.394238,31.199287,23,4.1,4.1,4.2,4.1
121.416683,31.199293,34,4.2,4.2,4.2,4.2
121.347527999999,31.224135,35,4,3.9,4.1,4
121.347457,31.223189,16,4.4,4.4,4.6,4.4
121.425515,31.2060479999999,24,4.3,4.4,4.3,4.2
121.410861999999,31.19975,20,4.2,4.3,4.2,4.2
121.377335,31.217751,33,4.2,4.1,4.2,4.2
121.430933999999,31.206885,67,4.4,4.1,4.5,4.4
121.403480999999,31.2044159999999,72,4.6,4.5,4.3,4.6
121.370739999999,31.218847,21,4.2,4.1,4.1,4.2
121.42962,31.22211,84,4.3,4.2,4.4,4.4
121.399377999999,31.201357,52,4.4,4.3,4.6,4.4
121.370751999999,31.2185309999999,38,3.8,3.8,4,3.8
121.387544,31.197914,58,4.6,4.6,4.5,4.6
121.399181999999,31.196642,63,4.1,4.2,4.3,4.2
121.402865,31.205631,25,4.3,4.3,4.1,4.3
121.40003,31.2126349999999,25,4,4.3,4.3,4
121.41055,31.217817,52,4,4.1,4.1,4
121.418501,31.2209,19,4,4,4,4.1
121.403042999999,31.2092689999999,40,4.1,4.2,4.3,4.1
121.421259,31.221152,154,4.6,4.6,4.7,4.5
121.400738,31.218764,94,4.7,4.7,4.7,4.7
121.355397999999,31.221981,28,4.1,4.1,4.1,4.2
121.389481,31.197372,88,4.3,4.2,4.5,4.4
121.403120999999,31.211366,84,4.4,4.3,4.4,4.4
121.417749,31.200776,47,4.2,4.2,4.2,4.2
121.415819999999,31.194584,72,4,4,3.9,4
121.416961,31.200748,43,4.1,4.1,4.3,4
121.39484,31.2017789999999,145,4.7,4.5,4.7,4.7
121.401366999999,31.1994459999999,63,4.4,4.4,4.3,4.2
121.430255,31.223645,91,4.5,4.5,4.7,4.6
121.403347999999,31.203495,33,3.9,3.9,4,4
121.371587,31.193439,51,4.3,4.2,4.3,4.3
121.416829,31.1999269999999,22,3.7,3.7,3.7,3.8
121.410272,31.217583,65,4.5,4.3,4.6,4.3
121.410137,31.217475,30,4.4,4.4,4.4,4.4
121.354933,31.219836,33,3.8,3.8,3.9,3.8
121.394386999999,31.1971069999999,64,4.3,4.3,4.4,4.2
121.416893999999,31.1991319999999,15,3.9,3.9,3.9,3.9
121.391740999999,31.196121,18,4,3.9,3.9,3.9
121.417174,31.220203,18,4.5,4.4,4.3,4.5
